PMID,AuthorN,AuthorForename,AuthorLastname,AuthorInitials,AuthorAffiliation
22380629,8,Matthias,Staufenbiel,M,
22380629,9,Sandrine,Desrayaud,S,
22380629,10,Ulf,Neumann,U,
22390835,1,Jared N,Cumming,JN,"Merck Research Laboratories, 2000 Galloping Hill Road, Kenilworth, NJ 07033, USA. jared.cumming@merck.com"
22390835,2,Elizabeth M,Smith,EM,
22390835,3,Lingyan,Wang,L,
22390835,4,Jeffrey,Misiaszek,J,
22390835,5,James,Durkin,J,
22390835,6,Jianping,Pan,J,
22390835,7,Ulrich,Iserloh,U,
22390835,8,Yusheng,Wu,Y,
22390835,9,Zhaoning,Zhu,Z,
22390835,10,Corey,Strickland,C,
22390835,11,Johannes,Voigt,J,
22390835,12,Xia,Chen,X,
22390835,13,Matthew E,Kennedy,ME,
22390835,14,Reshma,Kuvelkar,R,
22390835,15,Lynn A,Hyde,LA,
22390835,16,Kathleen,Cox,K,
22390835,17,Leonard,Favreau,L,
22390835,18,Michael F,Czarniecki,MF,
22390835,19,William J,Greenlee,WJ,
22390835,20,Brian A,McKittrick,BA,
22390835,21,Eric M,Parker,EM,
22390835,22,Andrew W,Stamford,AW,
22393721,1,Peng,Wang,P,"State Key Laboratory of Bioactive Substance and Function of Natural Medicines & Ministry of Health Key Laboratory of Biosynthesis of Natural Products, Institute of Materia Medica, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing 100050, China."
22393721,2,Ying,Zhao,Y,
22393721,3,Ping,Zhu,P,
22393721,4,Weishuo,Fang,W,
22394306,1,Ye,Hu,Y,"Department of Life Science Informatics, B-IT, LIMES Program Unit Chemical Biology and Medicinal Chemistry, Rheinische Friedrich-Wilhelms-Universität, Dahlmannstrasse 2, D-53113 Bonn, Germany."
22394306,2,Jürgen,Bajorath,J,
22398391,1,Barbara M,Siegenthaler,BM,"Systems and Cell Biology of Neurodegeneration, Division of Psychiatry Research, University of Zurich, Zurich, Switzerland."
22398391,2,Lawrence,Rajendran,L,
22403710,1,Latha,Devi,L,"Center for Dementia Research, Nathan Kline Institute, Orangeburg, New York, United States of America."
22403710,2,Melissa J,Alldred,MJ,
22403710,3,Stephen D,Ginsberg,SD,
22403710,4,Masuo,Ohno,M,
22406440,1,Jaya R P,Prasanthi,JR,"Department of Pharmacology, Physiology and Therapeutics, University of North Dakota School of Medicine and Health Sciences, Grand Forks, ND 58202, USA."
22406440,2,Matthew,Schrag,M,
22406440,3,Bhanu,Dasari,B,
22406440,4,Gurdeep,Marwarha,G,
22406440,5,April,Dickson,A,
22406440,6,Wolff M,Kirsch,WM,
22406440,7,Othman,Ghribi,O,
22407276,1,Lai,Qian,L,"Department of Neurology, Affiliated Drum Tower Hospital of Nanjing University Medical School, 321 ZhongShan Road, Nanjing, 210008, Jiangsu, People's Republic of China."
22407276,2,Lidong,Ding,L,
22407276,3,Liqun,Cheng,L,
22407276,4,Xiaolei,Zhu,X,
22407276,5,Hui,Zhao,H,
22407276,6,Jiali,Jin,J,
22407276,7,Dening,Guan,D,
22407276,8,Bing,Zhang,B,
22407276,9,Xuemei,Chen,X,
22407276,10,Yun,Xu,Y,
22407769,1,Kumju,Youn,K,"Department of Food Science and Nutrition, Dong-A University, 840 Hadan-dong, Saha-gu, Busan, 604-714, Korea."
22407769,2,Mira,Jun,M,
22431473,1,Young-Jung,Lee,YJ,"College of Pharmacy, Chungbuk National University, 12 Gaesin-dong, Heungduk-gu, Cheongju, Chungbuk, 361-763, Korea."
22431473,2,Dong-Young,Choi,DY,
22431473,3,Sang Bae,Han,SB,
22431473,4,Young Hee,Kim,YH,
22431473,5,Ki Ho,Kim,KH,
22431473,6,Bang Yeon,Hwang,BY,
22431473,7,Jong-Koo,Kang,JK,
22431473,8,Beom Jun,Lee,BJ,
22431473,9,Ki-Won,Oh,KW,
22431473,10,Jin Tae,Hong,JT,
22449099,1,Minyoung,Lee,M,"Division of Radiation Effects, Korea Institute of Radiological and Medical Sciences, Seoul 139-706, South Korea."
22449099,2,Jung-Jin,Park,JJ,
22449099,3,Young-Gyu,Ko,YG,
22449099,4,Yun-Sil,Lee,YS,
22449984,1,Heledd H,Griffiths,HH,"Faculty of Biological Sciences, Institute of Molecular and Cellular Biology, University of Leeds, Leeds, UK."
22449984,2,Isobel J,Whitehouse,IJ,
22449984,3,Nigel M,Hooper,NM,
22450048,1,Shangtong,Jiang,S,"Fujian Provincial Key Laboratory of Neurodegenerative Disease and Aging Research, College of Medicine, Xiamen University, Xiamen, Fujian 361005, People's Republic of China."
22450048,2,Yan,Wang,Y,
22450048,3,Qilin,Ma,Q,
22450048,4,Aina,Zhou,A,
22450048,5,Xian,Zhang,X,
22450048,6,Yun-wu,Zhang,YW,
22455478,1,Daniel,Fleck,D,"German Center for Neurodegenertive Diseases & Adolf-Butenandt-Institute, Biochemistry, Ludwig-Maximilians-University, 80336 Munich, Germany."
22455478,2,Alistair N,Garratt,AN,
22455478,3,Christian,Haass,C,
22455478,4,Michael,Willem,M,
22455479,1,Tobias,Huth,T,"Institute of Physiology and Pathophysiology, University of Erlangen-Nuremberg, Germany."
22455479,2,Christian,Alzheimer,C,
22468639,1,Matthew M,Weiss,MM,"Department of Chemistry Research and Discovery, Amgen Inc., 360 Binney Street, Cambridge, Massachusetts 02142, United States. mmweiss@amgen.com"
22468639,2,Toni,Williamson,T,
22468639,3,Safura,Babu-Khan,S,
22468639,4,Michael D,Bartberger,MD,
22468639,5,James,Brown,J,
22468639,6,Kui,Chen,K,
22468639,7,Yuan,Cheng,Y,
22468639,8,Martin,Citron,M,
22468639,9,Michael D,Croghan,MD,
22468639,10,Thomas A,Dineen,TA,
22468639,11,Joel,Esmay,J,
22468639,12,Russell F,Graceffa,RF,
22468639,13,Scott S,Harried,SS,
22468639,14,Dean,Hickman,D,
22468639,15,Stephen A,Hitchcock,SA,
22468639,16,Daniel B,Horne,DB,
22468639,17,Hongbing,Huang,H,
22468639,18,Ronke,Imbeah-Ampiah,R,
22468639,19,Ted,Judd,T,
22468639,20,Matthew R,Kaller,MR,
22468639,21,Charles R,Kreiman,CR,
22468639,22,Daniel S,La,DS,
22468639,23,Vivian,Li,V,
22468639,24,Patricia,Lopez,P,
22468639,25,Steven,Louie,S,
22468639,26,Holger,Monenschein,H,
22468639,27,Thomas T,Nguyen,TT,
22468639,28,Lewis D,Pennington,LD,
22468639,29,Claire,Rattan,C,
22468639,30,Tisha,San Miguel,T,
22468639,31,E Allen,Sickmier,EA,
22468639,32,Robert C,Wahl,RC,
22468639,33,Paul H,Wen,PH,
22468639,34,Stephen,Wood,S,
22468639,35,Qiufen,Xue,Q,
22468639,36,Bryant H,Yang,BH,
22468639,37,Vinod F,Patel,VF,
22468639,38,Wenge,Zhong,W,
22468684,1,Thomas A,Dineen,TA,"Chemical Research and Discovery, Amgen Inc., 360 Binney Street, Cambridge, Massachusetts 02142, United States. tdineen@amgen.com"
22468684,2,Matthew M,Weiss,MM,
22468684,3,Toni,Williamson,T,
22468684,4,Paul,Acton,P,
22468684,5,Safura,Babu-Khan,S,
22468684,6,Michael D,Bartberger,MD,
22468684,7,James,Brown,J,
22468684,8,Kui,Chen,K,
22468684,9,Yuan,Cheng,Y,
22468684,10,Martin,Citron,M,
22468684,11,Michael D,Croghan,MD,
22468684,12,Robert T,Dunn,RT,
22468684,13,Joel,Esmay,J,
22468684,14,Russell F,Graceffa,RF,
22468684,15,Scott S,Harried,SS,
22468684,16,Dean,Hickman,D,
22468684,17,Stephen A,Hitchcock,SA,
22468684,18,Daniel B,Horne,DB,
22468684,19,Hongbing,Huang,H,
22468684,20,Ronke,Imbeah-Ampiah,R,
22468684,21,Ted,Judd,T,
22468684,22,Matthew R,Kaller,MR,
22468684,23,Charles R,Kreiman,CR,
22468684,24,Daniel S,La,DS,
22468684,25,Vivian,Li,V,
22468684,26,Patricia,Lopez,P,
22468684,27,Steven,Louie,S,
22468684,28,Holger,Monenschein,H,
22468684,29,Thomas T,Nguyen,TT,
22468684,30,Lewis D,Pennington,LD,
22468684,31,Tisha,San Miguel,T,
22468684,32,E Allen,Sickmier,EA,
22468684,33,Hugo M,Vargas,HM,
22468684,34,Robert C,Wahl,RC,
22468684,35,Paul H,Wen,PH,
22468684,36,Douglas A,Whittington,DA,
22468684,37,Stephen,Wood,S,
22468684,38,Qiufen,Xue,Q,
22468684,39,Bryant H,Yang,BH,
22468684,40,Vinod F,Patel,VF,
22468684,41,Wenge,Zhong,W,
22468999,1,Ivan V,Efremov,IV,"Pfizer Worldwide Research, Groton Laboratories, Eastern Point Road, Groton, Connecticut 06340, United States. ivan.efremov@pfizer.com"
22468999,2,Felix F,Vajdos,FF,
22468999,3,Kris A,Borzilleri,KA,
22468999,4,Steven,Capetta,S,
22468999,5,Hou,Chen,H,
22468999,6,Peter H,Dorff,PH,
22468999,7,Jason K,Dutra,JK,
22468999,8,Steven W,Goldstein,SW,
22468999,9,Mahmoud,Mansour,M,
22468999,10,Alexander,McColl,A,
22468999,11,Stephen,Noell,S,
22468999,12,Christine E,Oborski,CE,
22468999,13,Thomas N,O'Connell,TN,
22468999,14,Theresa J,O'Sullivan,TJ,
22468999,15,Jayvardhan,Pandit,J,
22468999,16,Hong,Wang,H,
22468999,17,Binqing,Wei,B,
22468999,18,Jane M,Withka,JM,
22480948,1,Zhaoning,Zhu,Z,Johnnyzzhu@msn.com
22492996,1,Peizhong,Mao,P,"Division of Neuroscience, Oregon National Primate Research Center, Oregon Health & Science University, 505 NW185th Avenue, Beaverton, OR 97006, USA."
22492996,2,Maria,Manczak,M,
22492996,3,Marcus J,Calkins,MJ,
22492996,4,Quang,Truong,Q,
22492996,5,Tejaswini P,Reddy,TP,
22492996,6,Arubala P,Reddy,AP,
22492996,7,Ulziibat,Shirendeb,U,
22492996,8,Herng-Hsiang,Lo,HH,
22492996,9,Peter S,Rabinovitch,PS,
22492996,10,P Hemachandra,Reddy,PH,
22502908,1,Angela,De Simone,A,"Department of Drug Discovery and Development, Istituto Italiano di Tecnologia, Via Morego 30, 16163 Genova, Italy."
22502908,2,Francesca,Mancini,F,
22502908,3,Sandro,Cosconati,S,
22502908,4,Luciana,Marinelli,L,
22502908,5,Valeria,La Pietra,V,
22502908,6,Ettore,Novellino,E,
22502908,7,Vincenza,Andrisano,V,
22510327,1,Philipp,Koch,P,"Institute of Reconstructive Neurobiology, LIFE & BRAIN Center, University of Bonn and Hertie Foundation, Bonn, Germany."
22510327,2,Irfan Y,Tamboli,IY,
22510327,3,Jerome,Mertens,J,
22510327,4,Patrick,Wunderlich,P,
22510327,5,Julia,Ladewig,J,
22510327,6,Kathrin,Stüber,K,
22510327,7,Hermann,Esselmann,H,
22510327,8,Jens,Wiltfang,J,
22510327,9,Oliver,Brüstle,O,
22510327,10,Jochen,Walter,J,
22512789,1,Gary,Probst,G,"Elan Pharmaceuticals, Molecular Design, 180 Oyster Point Boulevard, South San Francisco, CA 94080, USA. gary.probst@elan.com"
22512789,2,Ying-zi,Xu,YZ,
22516235,1,Akhil,Bhalla,A,"The Taub Institute for Research on Alzheimer's Disease and the Aging Brain, Department of Neurology, Columbia University College of Physicians and Surgeons, New York NY10032, USA."
22516235,2,Christopher P,Vetanovetz,CP,
22516235,3,Etienne,Morel,E,
22516235,4,Zeina,Chamoun,Z,
22516235,5,Gilbert,Di Paolo,G,
22516235,6,Scott A,Small,SA,
22527793,1,Zhiyou,Cai,Z,"Department of Neurology, The Lu'an Affiliated Hospital of Anhui Medical University, Lu'an People's Hospital, Lu'an 237005, Anhui Province, China."
22527793,2,Anna,Ratka,A,
22542680,1,Y,Cai,Y,"Department of Anatomy and Neurobiology, Central South University, Xiangya School of Medicine, Changsha, Hunan 410013, China."
22542680,2,Z-Q,Xue,ZQ,
22542680,3,X-M,Zhang,XM,
22542680,4,M-B,Li,MB,
22542680,5,H,Wang,H,
22542680,6,X-G,Luo,XG,
22542680,7,H,Cai,H,
22542680,8,X-X,Yan,XX,
22542740,1,Xuexuan,Mao,X,"Department of Pharmacology and Toxicology, School of Pharmaceutical Sciences, Sun Yat-Sen University, Guangzhou 510006, China."
22542740,2,Jiantao,Ye,J,
22542740,3,Shiyou,Zhou,S,
22542740,4,Rongbiao,Pi,R,
22542740,5,Juan,Dou,J,
22542740,6,Linquan,Zang,L,
22542740,7,Xiaohong,Chen,X,
22542740,8,Xiaojuan,Chao,X,
22542740,9,Wenming,Li,W,
22542740,10,Mengfei,Liu,M,
22542740,11,Peiqing,Liu,P,
22545704,1,Arghya,Barman,A,"Department of Chemistry, University of Miami, 1301 Memorial Drive, Coral Gables, Florida 33146, USA."
22545704,2,Rajeev,Prabhakar,R,
22551668,1,Martina,Malnar,M,"Division of Molecular Medicine, Rudjer Boskovic Institute, Bijenicka 54, 10000 Zagreb, Croatia."
22551668,2,Marko,Kosicek,M,
22551668,3,Ana,Lisica,A,
22551668,4,Melanija,Posavec,M,
22551668,5,Ana,Krolo,A,
22551668,6,Jasenka,Njavro,J,
22551668,7,Damir,Omerbasic,D,
22551668,8,Sabina,Tahirovic,S,
22551668,9,Silva,Hecimovic,S,
22553349,1,Yogikala,Prabhu,Y,"Cell Biology and Metabolism Program, Eunice Kennedy Shriver National Institute of Child Health and Human Development, National Institutes of Health, Bethesda, MD 20892, USA."
22553349,2,Patricia V,Burgos,PV,
22553349,3,Christina,Schindler,C,
22553349,4,Ginny G,Farías,GG,
22553349,5,Javier G,Magadán,JG,
22553349,6,Juan S,Bonifacino,JS,
22583494,1,Fengshan,Yu,F,"Section on Molecular Neurobiology, National Institute of Mental Health, National Institutes of Health, Bethesda, Maryland 20892, USA."
22583494,2,Yumin,Zhang,Y,
22583494,3,De-Maw,Chuang,DM,
22590542,1,Ketan,Marballi,K,"Department of Cellular and Structural Biology, University of Texas Health Science Center at San Antonio, San Antonio, Texas, United States of America."
22590542,2,Dianne,Cruz,D,
22590542,3,Peter,Thompson,P,
22590542,4,Consuelo,Walss-Bass,C,
22621900,1,Jeremy H,Herskowitz,JH,"Center for Neurodegenerative Disease, Department of Neurology, Emory University School of Medicine, Atlanta, GA 30322, USA."
22621900,2,Katrin,Offe,K,
22621900,3,Aniruddha,Deshpande,A,
22621900,4,Richard A,Kahn,RA,
22621900,5,Allan I,Levey,AI,
22621900,6,James J,Lah,JJ,
22634014,1,Jiying,Wang,J,"Department of Ophthalmology and Visual Science, Tokyo Medical and Dental University, 1-5-45 Yushima, Bunkyo-ku, Tokyo 113-8519, Japan."
22634014,2,Kyoko,Ohno-Matsui,K,
22634014,3,Ikuo,Morita,I,
22654105,1,Linda,Chami,L,"Équipe Labellisée ""Fondation pour la Recherche Médicale"" and ""Excellence Laboratory Distalz"", Institut de Pharmacologie Moléculaire et Cellulaire, UMR7275 CNRS/UNSA, 660 Route des Lucioles, 06560, Valbonne, France."
22654105,2,Virginie,Buggia-Prévot,V,
22654105,3,Eric,Duplan,E,
22654105,4,Dolores,Del Prete,D,
22654105,5,Dolores,Delprete,D,
22654105,6,Mounia,Chami,M,
22654105,7,Jean-François,Peyron,JF,
22654105,8,Frédéric,Checler,F,
22664922,1,Reema,Roshan,R,"Institute of Genomics Integrative Biology, Functional Genomics Unit, Institute of Genomics and Integrative Biology, Near Jubilee Hall, Mall Road, Delhi 110 007, India."
22664922,2,Tanay,Ghosh,T,
22664922,3,Mugdha,Gadgil,M,
22664922,4,Beena,Pillai,B,
22673114,1,Ambra A,Grolla,AA,"DiSCAFF, Università degli Studi del Piemonte Orientale Amedeo Avogadro, Novara, Italy."
22673114,2,Gohar,Fakhfouri,G,
22673114,3,Giulia,Balzaretti,G,
22673114,4,Elena,Marcello,E,
22673114,5,Fabrizio,Gardoni,F,
22673114,6,Pier L,Canonico,PL,
22673114,7,Monica,DiLuca,M,
22673114,8,Armando A,Genazzani,AA,
22673114,9,Dmitry,Lim,D,
22688056,1,Rodrigo,Medeiros,R,"Institute for Memory Impairments and Neurological Disorders, University of California, Irvine, California 92697-4545, USA."
22688056,2,Masashi,Kitazawa,M,
22688056,3,Meredith A,Chabrier,MA,
22688056,4,David,Cheng,D,
22688056,5,David,Baglietto-Vargas,D,
22688056,6,Andreas,Kling,A,
22688056,7,Achim,Moeller,A,
22688056,8,Kim N,Green,KN,
22688056,9,Frank M,LaFerla,FM,
22692213,1,Lujia,Zhou,L,"VIB Center for the Biology of Disease, KULeuven, 3000 Leuven, Belgium."
22692213,2,Soraia,Barão,S,
22692213,3,Mathias,Laga,M,
22692213,4,Katrijn,Bockstael,K,
22692213,5,Marianne,Borgers,M,
22692213,6,Harry,Gijsen,H,
22692213,7,Wim,Annaert,W,
22692213,8,Diederik,Moechars,D,
22692213,9,Marc,Mercken,M,
22692213,10,Kris,Gevaert,K,
22692213,11,Kris,Gevaer,K,
22692213,12,Bart,De Strooper,B,
22701746,1,Yan,Zheng,Y,"Department of Physiology, Capital Medical University, Key Laboratory for Neurodegenerative Disorders of the Ministry of Education, Beijing, People's Republic of China."
22701746,2,Qi,Wang,Q,
22701746,3,Bing,Xiao,B,
22701746,4,Qingjun,Lu,Q,
22701746,5,Yizheng,Wang,Y,
22701746,6,Xiaomin,Wang,X,
22708832,1,Alessandra,Piccini,A,"Department of Internal Medicine and Medical Specialities, University of Genova, Genova, Italy."
22708832,2,Roberta,Borghi,R,
22708832,3,Michela,Guglielmotto,M,
22708832,4,Elena,Tamagno,E,
22708832,5,Gabriella,Cirmena,G,
22708832,6,Anna,Garuti,A,
22708832,7,Valeria,Pollero,V,
22708832,8,Sergio,Cammarata,S,
22708832,9,Michele,Fornaro,M,
22708832,10,Massimo,Messa,M,
22708832,11,Laura,Colombo,L,
22708832,12,Mario,Salmona,M,
22708832,13,George,Perry,G,
22708832,14,Massimo,Tabaton,M,
22709416,1,Yonghao,Zhao,Y,"Fujian Provincial Key Laboratory of Neurodegenerative Disease and Aging Research, College of Medicine, Xiamen University, Xiamen, Fujian 361005, People's Republic of China."
22709416,2,Yunshu,Wang,Y,
22709416,3,Jiaye,Yang,J,
22709416,4,Xin,Wang,X,
22709416,5,Yingjun,Zhao,Y,
22709416,6,Xian,Zhang,X,
22709416,7,Yun-wu,Zhang,YW,
22721728,1,Hong-Can,Zhu,HC,"Department of Neurology, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, Henan 450052, PR China. zhuhongcan001@163.com"
22721728,2,Li-Mei,Wang,LM,
22721728,3,Miao,Wang,M,
22721728,4,Bo,Song,B,
22721728,5,Song,Tan,S,
22721728,6,Jun-Fang,Teng,JF,
22721728,7,Dong-Xiao,Duan,DX,
22726800,1,Michela,Guglielmotto,M,"Department of Experimental Medicine and Oncology, University of Torino, Torino, Italy."
22726800,2,Debora,Monteleone,D,
22726800,3,Marina,Boido,M,
22726800,4,Antonio,Piras,A,
22726800,5,Luca,Giliberto,L,
22726800,6,Roberta,Borghi,R,
22726800,7,Alessandro,Vercelli,A,
22726800,8,Michele,Fornaro,M,
22726800,9,Massimo,Tabaton,M,
22726800,10,Elena,Tamagno,E,
22726930,1,Yoshio,Hamada,Y,"Faculty of Pharmaceutical Sciences, Kobe Gakuin University, Minatojima, Chuo-ku, Kobe 650-8586, Japan."
22726930,2,Tomoya,Nakanishi,T,
22726930,3,Kenji,Suzuki,K,
22726930,4,Ryoji,Yamaguchi,R,
22726930,5,Takashi,Hamada,T,
22726930,6,Koushi,Hidaka,K,
22726930,7,Shoichi,Ishiura,S,
22726930,8,Yoshiaki,Kiso,Y,
22727944,1,Li,Liu,L,"Department of Microbiology and Molecular Genetics, Michigan State University, East Lansing, MI 48824, USA."
22727944,2,Rebecca,Martin,R,
22727944,3,Christina,Chan,C,
22728099,1,S C F,Marques,SC,"Center for Neuroscience and Cell Biology, University of Coimbra, Portugal."
22728099,2,R,Lemos,R,
22728099,3,E,Ferreiro,E,
22728099,4,M,Martins,M,
22728099,5,A,de Mendonça,A,
22728099,6,I,Santana,I,
22728099,7,T F,Outeiro,TF,
22728099,8,C M F,Pereira,CM,
22728825,1,Peer-Hendrik,Kuhn,PH,"DZNE-German Center for Neurodegenerative Diseases, Munich, Germany."
22728825,2,Katarzyna,Koroniak,K,
22728825,3,Sebastian,Hogl,S,
22728825,4,Alessio,Colombo,A,
22728825,5,Ulrike,Zeitschel,U,
22728825,6,Michael,Willem,M,
22728825,7,Christiane,Volbracht,C,
22728825,8,Ute,Schepers,U,
22728825,9,Axel,Imhof,A,
22728825,10,Albrecht,Hoffmeister,A,
22728825,11,Christian,Haass,C,
22728825,12,Steffen,Roßner,S,
22728825,13,Stefan,Bräse,S,
22728825,14,Stefan F,Lichtenthaler,SF,
22741101,1,Kazumi,Motoki,K,
22741101,2,Hideaki,Kume,H,
22741101,3,Akiko,Oda,A,
22741101,4,Akira,Tamaoka,A,
22741101,5,Ai,Hosaka,A,
22741101,6,Fuyuki,Kametani,F,
22741101,7,Wataru,Araki,W,
22742855,1,Wataru,Araki,W,"Department of Demyelinating Disease and Aging, National Institute of Neuroscience, NCNP, 4-1-1 Ogawahigashi, Kodaira, Tokyo 187-8502, Japan. araki@ncnp.go.jp"
22742855,2,Akiko,Oda,A,
22742855,3,Kazumi,Motoki,K,
22742855,4,Kotaro,Hattori,K,
22742855,5,Masayuki,Itoh,M,
22742855,6,Shigeki,Yuasa,S,
22742855,7,Yoshihiro,Konishi,Y,
22742855,8,Ryong-Woon,Shin,RW,
22742855,9,Akira,Tamaoka,A,
22742855,10,Koichi,Ogino,K,
22763739,1,Jingqiu,Dai,J,"Department of Chemistry, University of Hawaii at Manoa, Honolulu, Hawaii, USA."
22763739,2,Dai,Shen,D,
22763739,3,Wesley Y,Yoshida,WY,
22763739,4,Stephen M,Parrish,SM,
22763739,5,Philip G,Williams,PG,
22775589,1,Boris,Decourt,B,"Haldeman Laboratory of Molecular Diagnostics and Therapeutics, Banner Sun Health Research Institute, Sun City, AZ 85351, USA."
22775589,2,Aaron,Walker,A,
22775589,3,Amanda,Gonzales,A,
22775589,4,Michael,Malek-Ahmadi,M,
22775589,5,Carolyn,Liesback,C,
22775589,6,Kathryn J,Davis,KJ,
22775589,7,Christine M,Belden,CM,
22775589,8,Sandra A,Jacobson,SA,
22775589,9,Marwan N,Sabbagh,MN,
22781443,1,Jutamas,Jiaranaikulwanitch,J,"Department of Pharmaceutical Chemistry, Faculty of Pharmacy, Mahidol University, 447 Sri-Ayudhya Road, Bangkok 10400, Thailand."
22781443,2,Piyarat,Govitrapong,P,
22781443,3,Valery V,Fokin,VV,
22781443,4,Opa,Vajragupta,O,
22810961,1,Oscar,Delgado,O,"Janssen Research and Development, Neuroscience Medicinal Chemistry Department, Toledo, Spain. odelgad1@its.jnj.com"
22810961,2,Antonio,Monteagudo,A,
22810961,3,Michiel,Van Gool,M,
22810961,4,Andrés A,Trabanco,AA,
22810961,5,Santos,Fustero,S,
22824191,1,Marta,Dobarro,M,"Department of Pharmacology, University of Navarra, C/ Irunlarrea 1, 31008 Pamplona, Spain."
22824191,2,Lourdes,Orejana,L,
22824191,3,Norberto,Aguirre,N,
22824191,4,María Javier,Ramírez,MJ,
22836275,1,Kendall R,Walker,KR,"Alzheimer's Disease Research Laboratory, Department of Neuroscience, Tufts University School of Medicine, Boston, Massachusetts 02111, USA."
22836275,2,Eugene L,Kang,EL,
22836275,3,Michael J,Whalen,MJ,
22836275,4,Yong,Shen,Y,
22836275,5,Giuseppina,Tesco,G,
22842730,1,Qin,Lu,Q,"School of Pharmacy, East China University of Science and Technology, Shanghai 200237, China."
22842730,2,Wu-Yan,Chen,WY,
22842730,3,Zhi-Yuan,Zhu,ZY,
22842730,4,Jing,Chen,J,
22842730,5,Ye-Chun,Xu,YC,
22842730,6,Morakot,Kaewpet,M,
22842730,7,Vatcharin,Rukachaisirikul,V,
22842730,8,Li-Li,Chen,LL,
22842730,9,Xu,Shen,X,
22846573,1,Seok Min,Jin,SM,"Department of Biochemistry and Biomedical Sciences, Seoul National University College of Medicine, Seoul 110-799, Republic of Korea."
22846573,2,Hyun Jin,Cho,HJ,
22846573,3,Yong Woo,Kim,YW,
22846573,4,Ji Yeon,Hwang,JY,
22846573,5,Inhee,Mook-Jung,I,
22855816,1,Roger,Lefort,R,"Taub Institute for Research on Alzheimer's Disease and the Aging Brain and Department of Pathology and Cell Biology, Columbia University, New York, New York 10032, USA."
22855816,2,Julio,Pozueta,J,
22855816,3,Michael,Shelanski,M,
22879596,1,Jessica,Bien,J,"Institute of Pathobiochemistry, University Medical Centre of the Johannes Gutenberg University of Mainz, 55128 Mainz, Germany."
22879596,2,Tamara,Jefferson,T,
22879596,3,Mirsada,Causević,M,
22879596,4,Thorsten,Jumpertz,T,
22879596,5,Lisa,Munter,L,
22879596,6,Gerd,Multhaup,G,
22879596,7,Sascha,Weggen,S,
22879596,8,Christoph,Becker-Pauly,C,
22879596,9,Claus U,Pietrzik,CU,
22879628,1,Andreas,Schrötter,A,"Functional Proteomics, Medizinisches Proteom-Center, Ruhr-University Bochum, D-44801 Bochum, Germany."
22879628,2,Kathy,Pfeiffer,K,
